,publication_date,keyword_1,keyword_2,keyword_3
3284,2020-06-19T21:22:50+0000,Fireworks,Independence Day (US) (July 4),Coronavirus (2019-nCoV)
3285,2020-06-18T09:00:15+0000,Tests (Medical),Coronavirus (2019-nCoV),ACQUIRED IMMUNE DEFICIENCY SYNDROME
3286,2020-06-17T15:58:50+0000,Global Warming,Black People,George Floyd Protests (2020)
3287,2020-06-17T07:00:09+0000,Football (College),Ohio State University,Southern Methodist University
3288,2020-06-17T13:00:12+0000,E-Mail,Mobile Applications,Computers and the Internet
3289,2020-06-17T04:20:12+0000,United States International Relations,United States Politics and Government,Appointments and Executive Changes
3290,2020-06-18T15:50:04+0000,United States Defense and Military Forces,Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry,Russian Interference in 2016 US Elections and Ties to Trump Associates
3291,2020-06-19T01:16:58+0000,Confederate States of America,"Flags, Emblems and Insignia",College Athletics
3292,2020-06-19T10:21:16+0000,Hong Kong,"Lee, Martin C M",Hong Kong Protests (2019)
3293,2020-06-18T20:09:32+0000,George Floyd Protests (2020),Black People,Black Lives Matter Movement
3294,2020-06-18T22:45:41+0000,Juneteenth,Black People,Slavery (Historical)
3295,2020-06-17T20:33:58+0000,New York City,Rent Guidelines Board,Renting and Leasing (Real Estate)
3296,2020-06-18T09:00:15+0000,New York City,Real Estate and Housing (Residential),Renting and Leasing (Real Estate)
3297,2020-06-17T14:00:14+0000,Dark Matter (Astronomy),Xenon Collaboration (Dark Matter Project),Gran Sasso National Laboratory
3298,2020-06-17T15:58:50+0000,Global Warming,Black People,George Floyd Protests (2020)
3299,2020-06-17T07:00:09+0000,Football (College),Ohio State University,Southern Methodist University
3300,2020-06-18T22:10:04+0000,Coronavirus (2019-nCoV),Viruses,United States
3301,2020-06-18T09:00:20+0000,Discrimination,Sexual Harassment,Homosexuality and Bisexuality
3302,2020-06-18T06:45:11+0000,Athletics and Sports,Coronavirus (2019-nCoV),Coronavirus Reopenings
3303,2020-06-18T13:01:38+0000,Real Estate and Housing (Residential),"Flatiron District (Manhattan, NY)","Bayside (Queens, NY)"
3304,2020-06-18T13:00:43+0000,Real Estate and Housing (Residential),Jersey City (NJ),Thornwood (NY)
3305,2020-06-18T21:52:12+0000,Movies,"Lee, Spike",Da 5 Bloods (Movie)
3306,2020-06-18T11:00:03+0000,Movies,"Beharie, Nicole",Miss Juneteenth (Movie)
3307,2020-06-19T19:44:42+0000,Parenting,Coronavirus (2019-nCoV),Child Care
3308,2020-06-19T09:57:44+0000,Holidays and Special Occasions,Juneteenth,Slavery (Historical)
3309,2020-06-19T15:46:51+0000,State Legislatures,Politics and Government,Baseball (College)
3310,2020-06-19T11:41:40+0000,Hunting and Trapping,"Animal Abuse, Rights and Welfare",Bears
3311,2020-06-19T23:56:49+0000,"Bolton, John R",The Room Where It Happened: A White House Memoir (Book),Books and Literature
3312,2020-06-19T09:00:28+0000,New York City,Layoffs and Job Reductions,Renting and Leasing (Real Estate)
3313,2020-06-19T16:33:46+0000,Art,Crosses and Crucifixes,Jesus Christ
3314,2020-06-18T17:42:06+0000,Perchlorate,Water Pollution,Hazardous and Toxic Substances
3315,2020-06-17T12:55:57+0000,Books and Literature,Coronavirus Reopenings,Coronavirus (2019-nCoV)
3316,2020-06-19T15:00:10+0000,Supreme Court (US),Decisions and Verdicts,"Roberts, John G Jr"
3317,2020-06-17T15:58:41+0000,Ships and Shipping,International Trade and World Market,General Dynamics
3318,2020-06-19T09:00:28+0000,New York City,Layoffs and Job Reductions,Renting and Leasing (Real Estate)
3319,2020-06-19T14:00:12+0000,Art,Black People,Women and Girls
3320,2020-06-18T09:00:21+0000,"Bolton, John R","Trump, Donald J",The Room Where It Happened: A White House Memoir (Book)
3321,2020-06-18T15:29:58+0000,Balloons,Travel and Vacations,Private Spaceflight
3322,2020-06-18T20:37:40+0000,"O'Neil, Denny (1939-2020)",Deaths (Obituaries),Comic Books and Strips
3323,2020-06-19T00:36:48+0000,Suits and Litigation (Civil),Sex Crimes,Church of Scientology
3324,2020-06-17T12:55:57+0000,Books and Literature,Coronavirus Reopenings,Coronavirus (2019-nCoV)
3325,2020-06-19T15:00:10+0000,Supreme Court (US),Decisions and Verdicts,"Roberts, John G Jr"
3326,2020-06-19T22:39:23+0000,World Health Organization,Centers for Disease Control and Prevention,Coronavirus (2019-nCoV)
3327,2020-06-18T14:00:06+0000,Classical Music,Coronavirus (2019-nCoV),ALARM WILL SOUND
3328,2020-06-18T09:00:15+0000,Tests (Medical),Coronavirus (2019-nCoV),ACQUIRED IMMUNE DEFICIENCY SYNDROME
3329,2020-06-18T09:00:04+0000,Books and Literature,Why Are All the Black Kids Sitting Together in the Cafeteria? And Other Conversations about Race (Book),"Tatum, Beverly Daniel"
3330,2020-06-19T02:23:42+0000,"Klobuchar, Amy","Biden, Joseph R Jr",Democratic Party
3331,2020-06-19T17:17:56+0000,Opera,Metropolitan Opera,Metropolitan Opera Orchestra
3332,2020-06-17T13:25:29+0000,Endowments,Philanthropy,Black People
3333,2020-06-19T20:02:25+0000,Wirecard AG,Mobile Commerce and Payments,"Braun, Markus (1969- )"
3334,2020-06-17T22:56:09+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Police Department (NYC)
3335,2020-06-19T17:01:36+0000,"Taylor, Breonna (1993-2020)",Louisville (Ky),"Police Brutality, Misconduct and Shootings"
3336,2020-06-19T23:00:11+0000,Defense and Military Forces,Politics and Government,International Relations
3337,2020-06-18T18:40:22+0000,Coronavirus (2019-nCoV),Antibodies,Immune System
3338,2020-06-19T09:00:34+0000,Water Pollution,Hazardous and Toxic Substances,Chemicals
3339,2020-06-17T22:06:47+0000,Books and Literature,Simon & Schuster Inc,Writing and Writers
3340,2020-06-17T19:35:55+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Layoffs and Job Reductions,Small Business
3341,2020-06-17T15:18:52+0000,Dinosaurs,Paleontology,Eggs
3342,2020-06-19T22:18:37+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Classified Information and State Secrets
3343,2020-06-18T22:00:07+0000,Books and Literature,United States Politics and Government,Presidential Election of 2020
3344,2020-06-17T22:01:01+0000,Transgender and Transsexuals,Homosexuality and Bisexuality,Discrimination
3345,2020-06-17T18:28:38+0000,Great Britain,"Johnson, Boris",Politics and Government
3346,2020-06-17T00:53:55+0000,United States Politics and Government,Suits and Litigation (Civil),Justice Department
3347,2020-06-17T14:40:29+0000,Dancing,Jacob's Pillow Dance Festival,Evidence Dance Co
3348,2020-06-17T14:09:39+0000,Theater,Black Theater United,Black People
3349,2020-06-17T09:00:16+0000,George Floyd Protests (2020),Black People,Race and Ethnicity
3350,2020-06-18T02:44:19+0000,Police,Clayton County (Ga),Teenagers and Adolescence
3351,2020-06-18T03:29:35+0000,United States Politics and Government,Politics and Government,United States Agency for Global Media
3352,2020-06-17T00:33:18+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings"
3353,2020-06-17T22:02:21+0000,Love (Emotion),Podcasts,"Gatwa, Ncuti"
3354,2020-06-17T20:52:11+0000,"Tillis, Frederick C (1930-2020)",Deaths (Obituaries),Classical Music
3355,2020-06-17T11:21:00+0000,United States Economy,Police Reform,"Coronavirus Aid, Relief, and Economic Security Act (2020)"
3356,2020-06-18T05:00:09+0000,Television,Movies,Documentary Films and Programs
3357,2020-06-17T22:03:02+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Ethics and Official Misconduct
3358,2020-06-17T19:28:15+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Black Lives Matter Movement
3359,2020-06-17T20:13:59+0000,Boy Scouts,Black People,Discrimination
3360,2020-06-17T19:38:17+0000,Coronavirus (2019-nCoV),"Trump, Donald J",United States Politics and Government
3361,2020-06-17T20:05:00+0000,Black People,BB and Airsoft Guns,"Police Brutality, Misconduct and Shootings"
3362,2020-06-17T22:03:02+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Ethics and Official Misconduct
3363,2020-06-17T19:28:15+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Black Lives Matter Movement
3364,2020-06-17T20:13:59+0000,Boy Scouts,Black People,Discrimination
3365,2020-06-17T18:28:38+0000,Great Britain,"Johnson, Boris",Politics and Government
3366,2020-06-17T20:52:11+0000,"Tillis, Frederick C (1930-2020)",Deaths (Obituaries),Classical Music
3367,2020-06-17T06:58:23+0000,"Colbert, Stephen","Fallon, Jimmy","Kimmel, Jimmy"
3368,2020-06-17T01:50:23+0000,International Trade and World Market,United States Politics and Government,Customs (Tariff)
3369,2020-06-19T09:00:01+0000,Race and Ethnicity,Income Inequality,Education
3370,2020-06-19T15:26:10+0000,Great Britain,Cheese,Coronavirus (2019-nCoV)
3371,2020-06-19T19:39:06+0000,"Alexander, Elizabeth (1962- )",Black People,Black Lives Matter Movement
3372,2020-06-18T13:45:10+0000,Yellowstone National Park,Volcanoes,Geology
3373,2020-06-17T18:53:50+0000,Crocodiles,Paleontology,Reptiles
3374,2020-06-19T14:00:11+0000,Clinical Trials,Coronavirus (2019-nCoV),Vaccination and Immunization
3375,2020-06-17T20:21:42+0000,Bees,Pollen,Flowers and Plants
3376,2020-06-17T16:01:57+0000,United States Economy,Black Lives Matter Movement,George Floyd Protests (2020)
3377,2020-06-18T22:15:08+0000,"Police Brutality, Misconduct and Shootings",Search and Seizure,United States Politics and Government
3378,2020-06-18T18:50:00+0000,Illegal Immigration,Deferred Action for Childhood Arrivals,Immigration and Emigration
3379,2020-06-19T01:13:59+0000,AIRLINES AND AIRPLANES,Masks,Protective Clothing and Gear
3380,2020-06-19T06:57:46+0000,"Colbert, Stephen","Fallon, Jimmy",Kim Jong-un
3381,2020-06-19T18:24:13+0000,"Crozier, Brett E","Baker, Stuart P",USS Theodore Roosevelt (CVN-71) (Ship)
3382,2020-06-18T23:10:14+0000,Black People,Slavery (Historical),Civil War (US) (1861-65)
3383,2020-06-18T09:00:32+0000,Libya,Russia,"Shugalei, Maksim"
3384,2020-06-17T19:03:09+0000,"Tackmann, Ronald (1953-2020)",Deaths (Obituaries),Prison Escapes
3385,2020-06-19T14:58:08+0000,"Sheng, Leo",Transgender and Transsexuals,The L Word: Generation Q (TV Program)
3386,2020-06-19T23:03:15+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Native Americans,Alaska Natives
3387,2020-06-17T14:40:29+0000,Dancing,Jacob's Pillow Dance Festival,Evidence Dance Co
3388,2020-06-17T14:09:39+0000,Theater,Black Theater United,Black People
3389,2020-06-17T09:00:16+0000,George Floyd Protests (2020),Black People,Race and Ethnicity
3390,2020-06-18T03:29:35+0000,United States Politics and Government,Politics and Government,United States Agency for Global Media
3391,2020-06-18T09:00:24+0000,Detroit (Mich),George Floyd Protests (2020),Murals
3392,2020-06-18T17:29:09+0000,Monuments and Memorials (Structures),Civil War (US) (1861-65),Juneteenth
3393,2020-06-19T09:00:11+0000,Children and Childhood,Sports Injuries,Shutdowns (Institutional)
3394,2020-06-17T23:21:44+0000,Charleston (SC),"Charleston, SC, Shooting (2015)","Calhoun, John Caldwell (1782-1850)"
3395,2020-06-17T01:50:23+0000,International Trade and World Market,United States Politics and Government,Customs (Tariff)
3396,2020-06-17T09:00:16+0000,Books and Literature,Movies,"Stegner, Wallace"
3397,2020-06-18T23:15:58+0000,Women and Girls,ABORTION,Politics and Government
3398,2020-06-17T18:00:11+0000,Art,Photography,Sculpture
3399,2020-06-18T14:00:07+0000,Television,Nickelodeon,Netflix Inc
3400,2020-06-18T11:00:10+0000,Movies,"Assayas, Olivier","Garcia Bernal, Gael"
3401,2020-06-18T06:57:52+0000,Coronavirus (2019-nCoV),Seafood,Restaurants
3402,2020-06-18T22:12:29+0000,Deaths (Obituaries),Private Equity,Investcorp
3403,2020-06-17T20:55:20+0000,Tulsa (Okla),"Trump, Donald J","Bynum, George Theron IV (GT)"
3404,2020-06-18T14:13:30+0000,Immigration and Emigration,Illegal Immigration,Deferred Action for Childhood Arrivals
3405,2020-06-19T04:00:11+0000,Baseball,Coronavirus (2019-nCoV),Coronavirus Reopenings
3406,2020-06-18T18:50:00+0000,Illegal Immigration,Deferred Action for Childhood Arrivals,Immigration and Emigration
3407,2020-06-18T22:15:08+0000,"Police Brutality, Misconduct and Shootings",Search and Seizure,United States Politics and Government
3408,2020-06-19T06:57:46+0000,"Colbert, Stephen","Fallon, Jimmy",Kim Jong-un
3409,2020-06-17T09:00:11+0000,Slavery (Historical),Black Lives Matter Movement,Texas
3410,2020-06-19T17:35:25+0000,Monuments and Memorials (Structures),Baseball,Football
3411,2020-06-19T18:46:13+0000,Television,"Macy, William H","Rossum, Emmy"
3412,2020-06-19T16:00:10+0000,Pacific Gas and Electric Co,Bankruptcies,Wildfires
3413,2020-06-18T17:35:34+0000,Television,Perry Mason (TV Program),"Rhys, Matthew"
3414,2020-06-19T09:00:05+0000,Parenting,Father's Day,Grandparents
3415,2020-06-19T09:00:02+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),States (US)
3416,2020-06-17T22:42:28+0000,Medicine and Health,Black People,Discrimination
3417,2020-06-19T14:00:11+0000,Clinical Trials,Coronavirus (2019-nCoV),Vaccination and Immunization
3418,2020-06-17T20:21:42+0000,Bees,Pollen,Flowers and Plants
3419,2020-06-18T13:45:10+0000,Yellowstone National Park,Volcanoes,Geology
3420,2020-06-17T18:53:50+0000,Crocodiles,Paleontology,Reptiles
3421,2020-06-19T13:00:10+0000,Suits and Litigation (Civil),Venture Capital,Litigation Finance
3422,2020-06-19T13:00:12+0000,Automobile Renting and Leasing,Used Cars,"Prices (Fares, Fees and Rates)"
3423,2020-06-19T09:00:35+0000,Photography,Art,Black People
3424,2020-06-18T18:55:48+0000,Father's Day,Parenting,Rock Climbing
3425,2020-06-19T13:23:32+0000,Wildlife Trade and Poaching,Rats,Bats
3426,2020-06-18T20:12:53+0000,Coronavirus (2019-nCoV),Proceedings of the National Academy of Sciences,"Molina, Mario J"
3427,2020-06-19T16:00:10+0000,Pacific Gas and Electric Co,Bankruptcies,Wildfires
3428,2020-06-18T18:29:36+0000,Art,Museums,Robberies and Thefts
3429,2020-06-19T16:02:27+0000,Deferred Action for Childhood Arrivals,"Dream Act (Development, Relief and Education for Minors Act)",Supreme Court (US)
3430,2020-06-18T17:45:35+0000,Twitch Interactive Inc,George Floyd Protests (2020),Black Lives Matter Movement
3431,2020-06-18T23:10:14+0000,Black People,Slavery (Historical),Civil War (US) (1861-65)
3432,2020-06-19T18:24:13+0000,"Crozier, Brett E","Baker, Stuart P",USS Theodore Roosevelt (CVN-71) (Ship)
3433,2020-06-18T09:00:32+0000,Libya,Russia,"Shugalei, Maksim"
3434,2020-06-18T17:35:34+0000,Television,Perry Mason (TV Program),"Rhys, Matthew"
3435,2020-06-19T01:13:59+0000,AIRLINES AND AIRPLANES,Masks,Protective Clothing and Gear
3436,2020-06-18T22:18:58+0000,Presidential Election of 2020,Polls and Public Opinion,United States Politics and Government
3437,2020-06-18T19:56:49+0000,Juneteenth,Black People,Black Lives Matter Movement
3438,2020-06-19T09:00:11+0000,Children and Childhood,Sports Injuries,Shutdowns (Institutional)
3439,2020-06-17T22:10:02+0000,Black People,Discrimination,Race and Ethnicity
3440,2020-06-18T18:28:06+0000,"Frese, Henry Kyle",Classified Information and State Secrets,Espionage and Intelligence Services
3441,2020-06-17T16:35:24+0000,Mobile Applications,Computers and the Internet,Censorship
3442,2020-06-18T23:23:55+0000,United States Politics and Government,Classified Information and State Secrets,Books and Literature
3443,2020-06-19T09:00:11+0000,Children and Childhood,Sports Injuries,Shutdowns (Institutional)
3444,2020-06-17T22:10:02+0000,Black People,Discrimination,Race and Ethnicity
3445,2020-06-19T02:04:25+0000,Social Media,Rumors and Misinformation,Computers and the Internet
3446,2020-06-18T13:17:02+0000,Content Type: Service,Bicycles and Bicycling,Shopping and Retail
3447,2020-06-18T11:12:08+0000,"Kennedy Smith, Jean",Deaths (Obituaries),"Diplomatic Service, Embassies and Consulates"
3448,2020-06-19T20:53:39+0000,Johnson & Johnson,Skin,Race and Ethnicity
3449,2020-06-19T23:00:56+0000,Coronavirus (2019-nCoV),Baseball,Major League Baseball
3450,2020-06-18T12:09:28+0000,India,China,Himalayas
3451,2020-06-19T17:20:22+0000,Presidential Election of 2020,Presidential Election of 2016,Polls and Public Opinion
3452,2020-06-17T16:12:25+0000,"Trump, Donald J",United States Politics and Government,Books and Literature
3453,2020-06-19T09:00:20+0000,Bars and Nightclubs,Baseball,New York Yankees
3454,2020-06-17T19:14:23+0000,Police Reform,"Police Brutality, Misconduct and Shootings",Police
3455,2020-06-18T19:37:04+0000,Antifa Movement (US),Holocaust and the Nazi Era,Presidential Election of 2020
3456,2020-06-18T09:00:23+0000,Coronavirus Risks and Safety Concerns,Coronavirus Reopenings,Bars and Nightclubs
3457,2020-06-20T13:00:11+0000,Quarantine (Life and Culture),Swimming Pools,Swimming
3458,2020-06-21T14:00:09+0000,"Lee, Spike",Black People,Movies
3459,2020-06-21T23:39:39+0000,Black Lives Matter Movement,George Floyd Protests (2020),Ventura County (Calif)
3460,2020-06-19T00:18:18+0000,Monuments and Memorials (Structures),Civil War (US) (1861-65),"Charleston, SC, Shooting (2015)"
3461,2020-06-21T14:38:28+0000,"Murders, Attempted Murders and Homicides",George Floyd Protests (2020),Minneapolis (Minn)
3462,2020-06-19T19:55:10+0000,"Strozier, Lynika (1984-2020)",Deaths (Obituaries),Coronavirus (2019-nCoV)
3463,2020-06-20T09:00:13+0000,Airport Security,Travel and Vacations,Passports
3464,2020-06-21T20:59:50+0000,Monuments and Memorials (Structures),AMERICAN MUSEUM OF NATURAL HISTORY,"Futter, Ellen V"
3465,2020-06-21T18:55:49+0000,ART BASEL (FESTIVAL),Art,"Jenkins-Johnson, Karen"
3466,2020-06-21T04:02:06+0000,"Trump, Donald J",United States Politics and Government,Presidential Election of 2020
3467,2020-06-19T09:00:24+0000,New York City,New York State,Coronavirus Reopenings
3468,2020-06-21T15:00:09+0000,Police Reform,George Floyd Protests (2020),Race and Ethnicity
3469,2020-06-21T16:39:12+0000,"Banes, Sally (1950-2020)",Deaths (Obituaries),Dancing
3470,2020-06-19T17:32:55+0000,Movies,"Bacon, Kevin","Seyfried, Amanda"
3471,2020-06-19T09:00:02+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
3472,2020-06-21T19:31:26+0000,"Bolsonaro, Jair (1955- )","Bolsonaro, Flavio",Coronavirus (2019-nCoV)
3473,2020-06-21T23:27:34+0000,Race and Ethnicity,Black Lives Matter Movement,Black People
3474,2020-06-19T13:13:55+0000,Juneteenth,George Floyd Protests (2020),Black Lives Matter Movement
3475,2020-06-21T19:51:07+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Masks
3476,2020-06-20T12:00:10+0000,"Kantor, Josh (Organist)",Baseball,Music
3477,2020-06-20T15:00:10+0000,Black People,Discrimination,Racial Profiling
3478,2020-06-19T09:00:23+0000,Foreign Workers,United States Economy,Immigration and Emigration
3479,2020-06-21T13:00:10+0000,Movies,7500 (Movie),"Vollrath, Patrick"
3480,2020-06-20T20:00:18+0000,George Floyd Protests (2020),Income Inequality,Poverty
3481,2020-06-21T18:01:35+0000,United States International Relations,"Trump, Donald J",The Room Where It Happened: A White House Memoir (Book)
3482,2020-06-21T15:00:09+0000,Police Reform,George Floyd Protests (2020),Race and Ethnicity
3483,2020-06-19T11:06:42+0000,Coronavirus (2019-nCoV),Quarantines,California
3484,2020-06-19T09:00:18+0000,United States Defense and Military Forces,Missing Persons,Sexual Harassment
3485,2020-06-19T17:32:55+0000,Movies,"Bacon, Kevin","Seyfried, Amanda"
3486,2020-06-19T11:06:42+0000,Coronavirus (2019-nCoV),Quarantines,California
3487,2020-06-19T07:46:28+0000,New York City,Art,Black People
3488,2020-06-19T09:00:36+0000,Venezuela,"Maduro, Nicolas",Politics and Government
3489,2020-06-19T10:20:09+0000,Juneteenth,Black People,Holidays and Special Occasions
3490,2020-06-19T21:06:03+0000,Drones (Pilotless Planes),Military Aircraft,George Floyd Protests (2020)
3491,2020-06-19T07:58:13+0000,Afghanistan War (2001- ),United States Defense and Military Forces,Taliban
3492,2020-06-19T14:16:51+0000,George Floyd Protests (2020),Black Lives Matter Movement,Juneteenth
3493,2020-06-20T09:00:24+0000,Tulsa (Okla),Race and Ethnicity,"Demonstrations, Protests and Riots"
3494,2020-06-19T21:28:41+0000,Slavery (Historical),Juneteenth,Galveston (Tex)
3495,2020-06-19T14:02:58+0000,"Holm, Ian",Deaths (Obituaries),ACTORS AND ACTRESSES
3496,2020-06-19T21:30:05+0000,"Drosnin, Michael",Deaths (Obituaries),Books and Literature
3497,2020-06-19T09:01:34+0000,Automobile Racing,"Wallace, Darrell Jr",National Assn of Stock Car Auto Racing
3498,2020-06-19T17:31:48+0000,Movies,Transgender and Transsexuals,"Cox, Laverne"
3499,2020-06-20T09:00:24+0000,Baptist Churches,Christians and Christianity,Ministers (Protestant)
3500,2020-06-19T10:20:09+0000,Juneteenth,Black People,Holidays and Special Occasions
3501,2020-06-19T21:06:03+0000,Drones (Pilotless Planes),Military Aircraft,George Floyd Protests (2020)
3502,2020-06-19T07:58:13+0000,Afghanistan War (2001- ),United States Defense and Military Forces,Taliban
3503,2020-06-19T09:00:21+0000,"Bolton, John R",The Room Where It Happened: A White House Memoir (Book),"Trump, Donald J"
3504,2020-06-19T16:42:36+0000,United States Politics and Government,"Elections, Senate",Black Lives Matter Movement
3505,2020-06-19T14:16:51+0000,George Floyd Protests (2020),Black Lives Matter Movement,Juneteenth
3506,2020-06-19T02:48:19+0000,Masks,Social Media,Coronavirus (2019-nCoV)
3507,2020-06-19T14:51:39+0000,"Trump, Donald J",Presidential Election of 2020,Tulsa (Okla)
3508,2020-06-19T07:46:28+0000,New York City,Art,Black People
3509,2020-06-19T07:00:09+0000,Documentary Films and Programs,Transgender and Transsexuals,Netflix Inc
3510,2020-06-20T07:00:10+0000,Presidential Election of 2020,Presidential Election of 2016,Coronavirus (2019-nCoV)
3511,2020-06-20T04:01:11+0000,"Trump, Donald J",Tulsa (Okla),Juneteenth
3512,2020-06-19T16:05:12+0000,Soccer,English Premier League,Coronavirus (2019-nCoV)
3513,2020-06-19T14:15:30+0000,United States Open (Golf),Father's Day,"Mickelson, Phil"
3514,2020-06-20T17:37:39+0000,Appointments and Executive Changes,United States Attorneys,United States Politics and Government
3515,2020-06-20T15:03:31+0000,Books and Literature,The Room Where It Happened: A White House Memoir (Book),"Bolton, John R"
3516,2020-06-19T23:00:08+0000,E-Learning,Education (K-12),Book Clubs
3517,2020-06-19T15:00:09+0000,Luck,Cards and Card Games,Poker (Card Game)
3518,2020-06-19T15:22:30+0000,Presidential Election of 2020,"Biden, Joseph R Jr",Vice Presidents and Vice Presidency (US)
3519,2020-06-19T11:34:05+0000,Tulsa (Okla),Black People,Discrimination
3520,2020-06-19T13:00:08+0000,"Carter, Maverick","James, LeBron",More Than a Vote
3521,2020-06-21T03:21:19+0000,"Trump, Donald J","Biden, Joseph R Jr",Presidential Election of 2020
3522,2020-06-21T11:00:10+0000,Social Media,Online Advertising,Politics and Government
3523,2020-06-19T17:04:28+0000,George Floyd Protests (2020),Black Lives Matter Movement,Race and Ethnicity
3524,2020-06-19T21:55:02+0000,"McCormick, Mike (1938-2020)",Deaths (Obituaries),Baseball
3525,2020-06-19T15:21:02+0000,Absentee Voting,New York State,New York City
3526,2020-06-20T04:12:09+0000,Sun,Summer (Season),Seasons and Months
3527,2020-06-20T00:23:56+0000,Small Business,United States Politics and Government,Appointments and Executive Changes
3528,2020-06-19T09:00:21+0000,"Bolton, John R",The Room Where It Happened: A White House Memoir (Book),"Trump, Donald J"
3529,2020-06-20T13:09:35+0000,"Trump, Donald J",Tulsa (Okla),Presidential Election of 2020
3530,2020-06-19T13:56:43+0000,Black People,Quarantines,Platypus
3531,2020-06-19T11:34:05+0000,Tulsa (Okla),Black People,Discrimination
3532,2020-06-20T22:44:07+0000,"Harsch, Malcolm (d 2020)",Victorville (Calif),"Fuller, Robert L (d 2020)"
3533,2020-06-19T09:00:18+0000,United States Defense and Military Forces,Missing Persons,Sexual Harassment
3534,2020-06-19T07:46:28+0000,New York City,Art,Black People
3535,2020-06-19T16:42:36+0000,United States Politics and Government,"Elections, Senate",Black Lives Matter Movement
3536,2020-06-19T21:55:02+0000,"McCormick, Mike (1938-2020)",Deaths (Obituaries),Baseball
3537,2020-06-19T15:21:02+0000,Absentee Voting,New York State,New York City
3538,2020-06-19T21:28:41+0000,Slavery (Historical),Juneteenth,Galveston (Tex)
3539,2020-06-19T07:00:16+0000,"Sanders, Bernard",George Floyd Protests (2020),Police Reform
3540,2020-06-19T09:00:21+0000,"Bolton, John R",The Room Where It Happened: A White House Memoir (Book),"Trump, Donald J"
3541,2020-06-20T13:09:35+0000,"Trump, Donald J",Tulsa (Okla),Presidential Election of 2020
3542,2020-06-19T13:56:43+0000,Black People,Quarantines,Platypus
3543,2020-06-20T09:00:25+0000,Quarantine (Life and Culture),Families and Family Life,Newspapers
3544,2020-06-20T12:56:24+0000,Minnesota,State Legislatures,Democratic Party
3545,2020-06-21T21:24:04+0000,Prison Guards and Corrections Officers,George Floyd Protests (2020),Race and Ethnicity
3546,2020-06-19T09:24:04+0000,Law and Legislation,Politics and Government,Hong Kong Protests (2019)
3547,2020-06-20T16:47:40+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
3548,2020-06-21T10:00:12+0000,Community Colleges,Laney College,Asian-Americans
3549,2020-06-19T16:42:05+0000,Facebook Inc,Twitter,YouTube.com
3550,2020-06-21T21:00:16+0000,Race and Ethnicity,New York City,Queens (NYC)
3551,2020-06-21T14:48:51+0000,Bullfighting and Bull Runs,Coronavirus (2019-nCoV),"Rodriguez Uribes, Jose Manuel"
3552,2020-06-20T15:00:11+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
3553,2020-06-20T09:00:19+0000,Books and Literature,"Sedaris, David",New York City
3554,2020-06-19T14:00:09+0000,Movies,ACTORS AND ACTRESSES,Miss Juneteenth (Movie)
3555,2020-06-20T19:24:32+0000,Justice Department,United States Attorneys,"Barr, William P"
3556,2020-06-21T15:00:09+0000,ABORTION,Women and Girls,Roe v Wade (Supreme Court Decision)
3557,2020-06-19T00:12:37+0000,"Police Brutality, Misconduct and Shootings",Stun Guns,Drunken and Reckless Driving
3558,2020-06-19T14:28:08+0000,Deferred Action for Childhood Arrivals,Immigration and Emigration,Presidential Election of 2020
3559,2020-06-19T20:17:12+0000,"Rajput, Sushant Singh",ACTORS AND ACTRESSES,Movies
3560,2020-06-20T00:47:14+0000,Black People,Discrimination,Tulsa (Okla)
3561,2020-06-19T22:29:08+0000,Classified Information and State Secrets,Books and Literature,United States Politics and Government
3562,2020-06-19T16:31:45+0000,Tulsa (Okla),Black People,Discrimination
3563,2020-06-19T16:42:24+0000,Apple Inc,Intel Corporation,Computers and the Internet
3564,2020-06-20T19:24:32+0000,Justice Department,United States Attorneys,"Barr, William P"
3565,2020-06-19T18:09:39+0000,Art,Appointments and Executive Changes,Museums
3566,2020-06-20T01:40:02+0000,Crossword Puzzles,"Zawistowski, Stella (Crossword Constructor)","Davis, Miles"
3567,2020-06-20T01:20:45+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
3568,2020-06-19T23:00:08+0000,Race and Ethnicity,Whites,Black People
3569,2020-06-19T09:00:24+0000,George Floyd Protests (2020),Black People,Race and Ethnicity
3570,2020-06-19T19:55:05+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Black People
