,publication_date,keyword_1,keyword_2,keyword_3
282,2020-06-02T17:04:36+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Lobbying and Lobbyists
283,2020-06-01T22:14:51+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Justice Department
284,2020-06-02T17:32:52+0000,Masks,George Floyd Protests (2020),Coronavirus (2019-nCoV)
285,2020-06-01T09:00:29+0000,Coronavirus (2019-nCoV),Quarantines,Skin
286,2020-06-03T04:37:39+0000,"Jones, Ella M (1954- )",Ferguson (Mo),Black Lives Matter Movement
287,2020-06-02T09:00:11+0000,Books and Literature,"Cage, John","Gentileschi, Artemisia"
288,2020-06-03T15:57:10+0000,"Lippincott, Charles (1939-2020)",Deaths (Obituaries),Star Wars (Movie)
289,2020-06-03T09:00:14+0000,George Floyd Protests (2020),Black People,Atlanta (Ga)
290,2020-06-03T16:31:37+0000,"Trump, Donald J",United States Politics and Government,Social Media
291,2020-06-02T15:24:35+0000,Dancing,George Floyd Protests (2020),Coronavirus (2019-nCoV)
292,2020-06-03T23:19:08+0000,"Cotton, Tom",United States Defense and Military Forces,George Floyd Protests (2020)
293,2020-06-03T09:00:09+0000,Seizures (Medical),Narcolepsy,Genetics and Heredity
294,2020-06-01T16:36:03+0000,Homosexuality and Bisexuality,Dating and Relationships,Research
295,2020-06-01T02:38:32+0000,"Police Brutality, Misconduct and Shootings",Black People,"Demonstrations, Protests and Riots"
296,2020-06-02T11:21:24+0000,Social Media,Coronavirus Reopenings,George Floyd Protests (2020)
297,2020-06-01T17:42:33+0000,Presidential Election of 2020,George Floyd Protests (2020),"Biden, Joseph R Jr"
298,2020-06-02T00:09:47+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
299,2020-06-01T08:12:19+0000,Coronavirus (2019-nCoV),Quarantine (Life and Culture),Coronavirus Reopenings
300,2020-06-01T16:31:18+0000,Social Media,Computers and the Internet,Facebook Inc
301,2020-06-01T17:00:49+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings","Demonstrations, Protests and Riots"
302,2020-06-01T16:23:01+0000,Books and Literature,Book Trade and Publishing,Libraries and Librarians
303,2020-06-02T00:28:20+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Deaths (Fatalities)
304,2020-06-02T18:53:33+0000,Colon and Colorectal Cancer,Colon,Tests (Medical)
305,2020-06-01T21:12:53+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Black People
306,2020-06-02T00:19:36+0000,George Floyd Protests (2020),Black People,"Demonstrations, Protests and Riots"
307,2020-06-02T09:00:10+0000,Theater,Books and Literature,English Language
308,2020-06-01T09:00:11+0000,Exercise,Coronavirus (2019-nCoV),Coronavirus Reopenings
309,2020-06-03T16:58:08+0000,Coronavirus (2019-nCoV),Vaccination and Immunization,Clinical Trials
310,2020-06-02T15:46:34+0000,United States Open (Tennis),Coronavirus (2019-nCoV),Coronavirus Reopenings
311,2020-06-03T18:08:07+0000,Monuments and Memorials (Structures),Civil War (US) (1861-65),Graffiti
312,2020-06-02T04:38:10+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Monuments and Memorials (Structures)
313,2020-06-01T03:47:42+0000,"Floyd, George (d 2020)","Police Brutality, Misconduct and Shootings",Black People
314,2020-06-03T09:00:17+0000,Black Lives Matter Movement,Black People,George Floyd Protests (2020)
315,2020-06-03T18:08:07+0000,Monuments and Memorials (Structures),Civil War (US) (1861-65),Graffiti
316,2020-06-02T04:38:10+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Monuments and Memorials (Structures)
317,2020-06-03T17:50:36+0000,Coronavirus Reopenings,Playoff Games,Basketball
318,2020-06-01T03:47:42+0000,"Floyd, George (d 2020)","Police Brutality, Misconduct and Shootings",Black People
319,2020-06-03T17:00:05+0000,ADMISSIONS STANDARDS,Colleges and Universities,Coronavirus (2019-nCoV)
320,2020-06-01T20:00:13+0000,Opera,Metropolitan Opera,Shutdowns (Institutional)
321,2020-06-02T00:03:57+0000,Art,Christo,Jeanne-Claude
322,2020-06-03T14:12:45+0000,Hong Kong,China,International Trade and World Market
323,2020-06-03T14:12:45+0000,Hong Kong,China,International Trade and World Market
324,2020-06-01T09:00:19+0000,Global Warming,Environment,Greenhouse Gas Emissions
325,2020-06-03T09:00:21+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Special Prosecutors (Independent Counsel)
326,2020-06-03T20:42:49+0000,Love (Emotion),Podcasts,"Minhaj, Hasan (1985- )"
327,2020-06-01T22:02:36+0000,Television,The Carol Burnett Show (TV Program),Frontline (TV Program)
328,2020-06-01T10:06:00+0000,"Demonstrations, Protests and Riots","Floyd, George (d 2020)",Black Lives Matter Movement
329,2020-06-01T10:58:43+0000,Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings",Discrimination
330,2020-06-01T19:51:47+0000,Pop and Rock Music,"Del Rey, Lana","Dlamini, Amala Zandile (Doja Cat)"
331,2020-06-01T01:36:57+0000,"Demonstrations, Protests and Riots",Minneapolis (Minn),George Floyd Protests (2020)
332,2020-06-01T17:42:59+0000,Movies,Homosexuality and Bisexuality,Quarantine (Life and Culture)
333,2020-06-03T14:35:01+0000,Politics and Government,"Johnson, Boris",Hong Kong
334,2020-06-02T22:28:19+0000,George Floyd Protests (2020),Looting (Crime),Vandalism
335,2020-06-01T05:00:13+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,France
336,2020-06-01T22:02:36+0000,Television,The Carol Burnett Show (TV Program),Frontline (TV Program)
337,2020-06-01T09:00:20+0000,United States International Relations,Coronavirus (2019-nCoV),Cyberwarfare and Defense
338,2020-06-02T08:28:37+0000,Quarantine (Life and Culture),Cooking and Cookbooks,Social Media
339,2020-06-01T09:00:27+0000,"Biden, Joseph R Jr",Presidential Election of 2020,Democratic National Convention
340,2020-06-01T18:53:12+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Black Lives Matter Movement
341,2020-06-01T10:58:43+0000,Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings",Discrimination
342,2020-06-01T19:51:47+0000,Pop and Rock Music,"Del Rey, Lana","Dlamini, Amala Zandile (Doja Cat)"
343,2020-06-01T10:06:00+0000,"Demonstrations, Protests and Riots","Floyd, George (d 2020)",Black Lives Matter Movement
344,2020-06-01T01:36:57+0000,"Demonstrations, Protests and Riots",Minneapolis (Minn),George Floyd Protests (2020)
345,2020-06-01T11:13:37+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Quarantines
346,2020-06-01T22:40:16+0000,George Floyd Protests (2020),Hmong Tribe,Refugees and Displaced Persons
347,2020-06-01T23:32:14+0000,Social Media,Executive Orders and Memorandums,George Floyd Protests (2020)
348,2020-06-03T09:00:25+0000,Travel and Vacations,Hotels and Travel Lodgings,Hygiene and Cleanliness
349,2020-06-02T22:28:19+0000,George Floyd Protests (2020),Looting (Crime),Vandalism
350,2020-06-01T17:42:59+0000,Movies,Homosexuality and Bisexuality,Quarantine (Life and Culture)
351,2020-06-01T05:00:13+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,France
352,2020-06-02T08:28:37+0000,Quarantine (Life and Culture),Cooking and Cookbooks,Social Media
353,2020-06-01T09:00:27+0000,"Biden, Joseph R Jr",Presidential Election of 2020,Democratic National Convention
354,2020-06-01T11:13:37+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Quarantines
355,2020-06-03T17:22:07+0000,Movies,Television,Netflix Inc
356,2020-06-02T17:27:20+0000,Computers and the Internet,Facebook Inc,Twitter
357,2020-06-02T11:36:59+0000,United States Economy,Economic Conditions and Trends,Standard & Poor's 500-Stock Index
358,2020-06-01T18:50:47+0000,Dogs,Coronavirus (2019-nCoV),Tests (Medical)
359,2020-06-02T14:52:02+0000,Children and Childhood,Coronavirus (2019-nCoV),Child Care
360,2020-06-01T18:44:08+0000,Theater,Really Useful Group Ltd,"Lloyd Webber, Andrew"
361,2020-06-01T19:29:12+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",News and News Media
362,2020-06-03T09:00:16+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
363,2020-06-03T09:00:20+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Presidential Election of 2020
364,2020-06-03T16:12:48+0000,"Majors, Tessa (d 2019)",Barnard College,"Murders, Attempted Murders and Homicides"
365,2020-06-03T16:51:02+0000,Coronavirus (2019-nCoV),Work-Life Balance,Computers and the Internet
366,2020-06-02T14:00:08+0000,Jazz,Quarantine (Life and Culture),"Jones, Norah"
367,2020-06-02T09:00:17+0000,George Floyd Protests (2020),Presidential Election of 2020,Black Lives Matter Movement
368,2020-06-02T04:00:14+0000,Global Warming,Environment,Greenhouse Gas Emissions
369,2020-06-02T17:05:23+0000,Macy's Inc,"Herald Square (Manhattan, NY)",Shopping and Retail
370,2020-06-02T23:53:16+0000,United States Defense and Military Forces,Commencement Speeches,Coronavirus (2019-nCoV)
371,2020-06-02T09:00:10+0000,Quarantine (Life and Culture),Cooking and Cookbooks,Social Media
372,2020-06-01T09:13:44+0000,"Police Brutality, Misconduct and Shootings","Demonstrations, Protests and Riots",United States
373,2020-06-01T23:57:50+0000,"Dye, Pat",Deaths (Obituaries),Auburn University
374,2020-06-02T20:23:09+0000,Legislatures and Parliaments,Coronavirus (2019-nCoV),Coronavirus Reopenings
375,2020-06-02T09:00:20+0000,Pennsylvania,Absentee Voting,Presidential Election of 2020
376,2020-06-03T13:06:10+0000,Education (K-12),Commencement Speeches,Quarantine (Life and Culture)
377,2020-06-03T18:50:56+0000,Theater,ARS NOVA,Brick Theater
378,2020-06-03T10:28:29+0000,Great Britain,Politics and Government,"Johnson, Boris"
379,2020-06-03T17:42:05+0000,Social Media,TikTok (ByteDance),Facebook Inc
380,2020-06-02T23:53:16+0000,United States Defense and Military Forces,Commencement Speeches,Coronavirus (2019-nCoV)
381,2020-06-02T16:09:45+0000,Restaurants,Quarantine (Life and Culture),"Forsythia (Manhattan, NY, Restaurant)"
382,2020-06-01T20:55:23+0000,Cooking and Cookbooks,Leeks,Potatoes
383,2020-06-03T09:00:13+0000,"Bolsonaro, Jair (1955- )",Brazil,Coronavirus (2019-nCoV)
384,2020-06-03T09:00:24+0000,George Floyd Protests (2020),"Police Department (Los Angeles, Calif)","Floyd, George (d 2020)"
385,2020-06-03T13:36:31+0000,News and News Media,Freedom of the Press,Black Lives Matter Movement
386,2020-06-03T17:14:02+0000,"Trump, Donald J","Scarborough, Joe","Demonstrations, Protests and Riots"
387,2020-06-03T23:35:26+0000,"Trump, Donald J","Conley, Sean Patrick",Hydroxychloroquine (Drug)
388,2020-06-03T04:03:46+0000,"King, Steven A","Elections, House of Representatives",Primaries and Caucuses
389,2020-06-03T15:36:34+0000,"Prices (Fares, Fees and Rates)",Coronavirus (2019-nCoV),Banking and Financial Institutions
390,2020-06-03T21:28:15+0000,Private Equity,Regulation and Deregulation of Industry,Pensions and Retirement Plans
391,2020-06-03T22:29:01+0000,Soccer,"Mergers, Acquisitions and Divestitures",News and News Media
392,2020-06-02T18:48:20+0000,Social Media,United States Politics and Government,Computers and the Internet
393,2020-06-03T09:00:28+0000,Travel and Vacations,AIRLINES AND AIRPLANES,Coronavirus (2019-nCoV)
394,2020-06-01T22:16:37+0000,Meat,Salami,Queens (NYC)
395,2020-06-03T23:35:26+0000,"Trump, Donald J","Conley, Sean Patrick",Hydroxychloroquine (Drug)
396,2020-06-03T04:03:46+0000,"King, Steven A","Elections, House of Representatives",Primaries and Caucuses
397,2020-06-03T21:59:59+0000,Primaries and Caucuses,Black People,Hispanic-Americans
398,2020-06-03T17:25:27+0000,"Majors, Johnny",Deaths (Obituaries),Football (College)
399,2020-06-02T18:48:20+0000,Social Media,United States Politics and Government,Computers and the Internet
400,2020-06-01T22:16:37+0000,Meat,Salami,Queens (NYC)
401,2020-06-03T18:50:56+0000,Theater,ARS NOVA,Brick Theater
402,2020-06-03T10:28:29+0000,Great Britain,Politics and Government,"Johnson, Boris"
403,2020-06-03T13:06:10+0000,Education (K-12),Commencement Speeches,Quarantine (Life and Culture)
404,2020-06-01T19:32:13+0000,Black Lives Matter Movement,George Floyd Protests (2020),Black People
405,2020-06-03T22:56:54+0000,Chickens,"Prices (Fares, Fees and Rates)",Antitrust Laws and Competition Issues
406,2020-06-03T09:00:23+0000,Bicycles and Bicycling,"Motorcycles, Motor Bikes and Motorscooters",Quarantine (Life and Culture)
407,2020-06-03T17:42:05+0000,Social Media,TikTok (ByteDance),Facebook Inc
408,2020-06-01T09:00:20+0000,United States International Relations,Coronavirus (2019-nCoV),Cyberwarfare and Defense
409,2020-06-03T07:52:14+0000,"Colbert, Stephen","Fallon, Jimmy","Kimmel, Jimmy"
410,2020-06-02T15:52:03+0000,your-feed-science,Coronavirus (2019-nCoV),Hydroxychloroquine (Drug)
411,2020-06-03T11:12:57+0000,George Floyd Protests (2020),"Biden, Joseph R Jr","Trump, Donald J"
412,2020-06-03T00:17:12+0000,Coronavirus (2019-nCoV),Black People,George Floyd Protests (2020)
413,2020-06-03T19:48:24+0000,George Floyd Protests (2020),Curfews,Washington (DC)
414,2020-06-03T16:12:48+0000,"Majors, Tessa (d 2019)",Barnard College,"Murders, Attempted Murders and Homicides"
415,2020-06-01T23:32:14+0000,Social Media,Executive Orders and Memorandums,George Floyd Protests (2020)
416,2020-06-03T09:00:13+0000,"Bolsonaro, Jair (1955- )",Brazil,Coronavirus (2019-nCoV)
417,2020-06-03T21:23:06+0000,"Floyd, George (d 2020)",Black Lives Matter Movement,Minneapolis (Minn)
418,2020-06-02T17:27:20+0000,Computers and the Internet,Facebook Inc,Twitter
419,2020-06-02T08:28:37+0000,Quarantine (Life and Culture),Cooking and Cookbooks,Social Media
420,2020-06-03T21:59:59+0000,Primaries and Caucuses,Black People,Hispanic-Americans
421,2020-06-02T16:51:58+0000,Blood Donation,Hospitals,AMERICAN RED CROSS
422,2020-06-01T18:44:08+0000,Theater,Really Useful Group Ltd,"Lloyd Webber, Andrew"
423,2020-06-02T09:00:30+0000,Atlantic City (NJ),Coronavirus (2019-nCoV),Casinos
424,2020-06-03T15:02:01+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Trudeau, Justin"
425,2020-06-02T11:00:15+0000,Basketball,ESPN Wide World of Sports Complex,"Disney, Walt, World (Lake Buena Vista, Fla)"
426,2020-06-03T13:30:32+0000,Costa Rica,Real Estate and Housing (Residential),San Jose (Costa Rica)
427,2020-06-03T13:00:38+0000,Real Estate and Housing (Residential),Chardon (Ohio),Pittsburgh (Pa)
428,2020-06-01T00:07:56+0000,"Demonstrations, Protests and Riots","Police Brutality, Misconduct and Shootings",Attacks on Police
429,2020-06-01T21:05:53+0000,Ebola Virus,Coronavirus (2019-nCoV),"Congo, Democratic Republic of (Congo-Kinshasa)"
430,2020-06-03T09:00:06+0000,"Floyd, George (d 2020)",George Floyd Protests (2020),Minneapolis (Minn)
431,2020-06-02T17:24:41+0000,Coronavirus (2019-nCoV),Singapore,Foreign Workers
432,2020-06-02T19:56:41+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Credit and Debt,Small Business
433,2020-06-01T17:54:22+0000,Palestinians,Israeli Settlements,"Netanyahu, Benjamin"
434,2020-06-03T19:03:47+0000,Clinical Trials,Drugs (Pharmaceuticals),Hydroxychloroquine (Drug)
435,2020-06-03T18:10:59+0000,Mobile Applications,Privacy,Coronavirus (2019-nCoV)
436,2020-06-02T09:00:31+0000,Rodarte,Sewing,Do It Yourself
437,2020-06-02T10:35:06+0000,Coronavirus (2019-nCoV),Quarantines,Coronavirus Reopenings
438,2020-06-05T09:00:12+0000,E-Learning,Education (K-12),Shutdowns (Institutional)
439,2020-06-05T14:03:36+0000,United States Economy,Nasdaq Composite Index,Recession and Depression
440,2020-06-04T19:07:59+0000,"Lopukhin, Vladimir M (1952-2020)",Deaths (Obituaries),USSR (Former Soviet Union)
441,2020-06-05T13:03:23+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings","Demonstrations, Protests and Riots"
442,2020-06-05T01:36:49+0000,United States Defense and Military Forces,United States Politics and Government,George Floyd Protests (2020)
443,2020-06-05T09:00:21+0000,Black People,George Floyd Protests (2020),Whites
444,2020-06-05T07:00:12+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings"
445,2020-06-03T18:58:35+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Libraries and Librarians
446,2020-06-03T23:32:42+0000,Emergency Medical Treatment,Hospitals,Finances
447,2020-06-04T22:53:00+0000,Decisions and Verdicts,Ponzi and Pyramid Schemes,Probation and Parole
448,2020-06-05T10:59:55+0000,George Floyd Protests (2020),"Coronavirus Aid, Relief, and Economic Security Act (2020)",LVMH Moet Hennessy Louis Vuitton SA
449,2020-06-04T22:23:02+0000,United States Politics and Government,Russian Interference in 2016 US Elections and Ties to Trump Associates,Presidential Election of 2020
450,2020-06-04T13:37:16+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots","Police Brutality, Misconduct and Shootings"
451,2020-06-03T13:25:55+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Black Lives Matter Movement
